PlaceName,PlaceNameModern,Latitude,Longitude,NameOfTraveler,YearOfTravel,Description,Citation,Hyperlink
"Merghen, or Merghin","Nenjiang City, China",49.1858,125.2212,"Jean-François Gerbillon, S.J.",1688,"These Tartars live in Huts on the Banks of Rivers, and subsist by Hunting and Fishing, especially the more Eastern Inhabitants, who are somewhat rude and barbarous. The Country is divided into Provinces the most Western is Solon, by the Ruffians call’d Dawra , which is rather the Name of a Nation than a Country. It begins at the Confluence of the Ergonê and Saghalian ula, along which latter it extends above 150 Leagues towards Ningûta. The Governor told me there were not above 10,000 Families in the Pro-vince. They are great Hunters, dextrous Archers, and pay their Tribute in Sable-skins, each Family two, three, or more a Year, according to the Number of able Persons.
In the whole Country there is but one Town, called Merghen, or Merghin, built and garrison'd by the Emperor ; every where else are nothing but Huts. The Ruffians indeed had a Fortress here, which they called Albazin, and the Tartars Takfa, from a little River on which it stood where it runs into the Saghalian ula. This Fortress occafion’d the War between the Emperor and the Ruffians, the Garrison disturbing the Chinese Sable-Hunters ; but at length the Fort was demolish’d, and the Country yielded to the Emperor by the Treaty of Nipchu.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 256.",https://archive.org/details/descriptionofemp00duha
Putala Mountain,"Potala Palace, Tibet, China",29.6555,116.4074,"Jean-François Gerbillon, S.J.",1688,"Putala is the Mountain on which stands the Palace, or, if you will, the Pagod, where the Grand Lama resides. At the Bottom runs a pretty large River, called Kaltju mûren ; mûren, in the Mongol Language, signifying a River. At the Middle of the Mountain is the Pagod erected to seven Stories, in the highest of which the Lama lodges. By the Side are the Ruins of Tsanpa 's royal City, destroy’d by Kushi han King of the Eluths. The People dwell in small Towns and Villages, and live by Agriculture.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 258.",https://archive.org/details/descriptionofemp00duha
Kalkas,Eastern Mongolia,47.89488,112.85775,"Jean-François Gerbillon, S.J.",1688,"The second Sort of Mongols are the Kalkas, who lie contiguous to the Eluths on the East. Their Country, from East to West, extends from Mount Altay to the Province of Solon ; and, from North to South, from 50° and 51° to the Southern Extremity of the great Desart Sha mo, which is reckon’d to belong to them, they encamping there, during Winter, when they stand in less Need of Water, which is rarely to be met With, and is generally bad. This Desart bends about China and is larger and more frightful towards the West ... From East to the Mountains beyond the Great Wall it is about 100 Leagues, not comprehending the Mountains to the North of the Great Wall ; for tho they are in a manner uninhabited the Soil is good, there are fine Pastures, Woods, Sprint, and Rivulets of good Water in abundance. Nor do I take in the Country beyond the Kerlon, abounding with Water and Pasturage, tho thinly inhabited, especially the Western Part. The Desart is much larger from North to South, and above 100 Leagues over, in some Parts quite bare, without Trees, Grass, or Water except some Ponds and Marshes made by the Rains, and here and there a Well of Water bad enough.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 259.",https://archive.org/details/descriptionofemp00duha
"Tolbok, or Tobolsky, Siberia","Tobolsk, Russia",58.2,68.25173,Ferdinand Verbiest,,"Tolbok, or, as the Ruffians call it, Tobolsky, is a large city, or great Trade, the Capital of Siberia, and main Staple of Furrs. The Lands adjacent abounf with all sorts of Grain, Herbs, and Fruits…It is about the Bigness of Orleans, situate on a high Mountain, at the Foot of which runs the great RIver Irtis, and the little River Tobolk, which names the Place, and here runs into the Irtis.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 262.",https://archive.org/details/descriptionofemp00duha
,"Lake Baikal, Russia",53,107.48658,Ferdinand Verbiest,,"The Lake Paykal is near 100 Leagues in Length from Outhwest to Northwest, but scarce more than ten in Breadth, It is very deep, well stock'd with Fish, and almost surrounded with Hills: The Lands on the South of these Hills are of a good Soil, and cultivated in several places by the Ruffians, the People of the Country understanding no Tillage: Wheat and Oats grow very well there.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 262.",https://archive.org/details/descriptionofemp00duha
Nan kew ching,"Nankoucun, Beijing, China",40.25288,116.12622,"Jean-François Gerbillon, S.J.",1688,"We began with passing the Fortress which shuts up the Entrance of the Mountains. The Walls of this Fortess are bult with Free-stone to the Height of four Feet, and afterwards with large Flints and Rock Stones up to the Battlements, which are of Brick : They are about 35 Foot high, and six or seven thick at the narrow Pass of the Mountains ; but where they stretch on both Sides upon the Rocks (which are so steep that the Goats can scarce climb them) they are neither high nor thick, and indeed are altogether useless there...","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 274.",https://archive.org/details/descriptionofemp00duha
Near Nan kew ching,"Beijing Badaling National Forest Park, China",40.35817,116.00949,"Jean-François Gerbillon, S.J.",1688,"Having march’d about 45 Li between these Mountains, we descended into a barren and sandy Plain, and encamp’d 30 Li from the Pasage out of the Hills, by a Rivulet in the midst of a Valley, which in that Place was about three or four Leagues wide. At the Foot of the Mountains, to the right and left, we saw several little Forts and Towers, some of Brick, others of Earth, about 7 or 800 geometrical Paces asunder, besides two or three larger ones, built probably to prevent the Tartars from penetrating to Pe-king, in case they should surprise the first inclosure of the Great Wall.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 274.",https://archive.org/details/descriptionofemp00duha
Swen wha fu,"Zhangjiakou, China",40.7665,114.87534,"Jean-François Gerbillon, S.J.",1688,"At the End of this Plain stands the City of Swen wha fu, which is pretty large and very populous ; it is not far from the Yang ho, and hath a double Suburb, inclos’d by Brick Walls, strengthened with Towers pretty near each other ; we crossed one Street as large as most of the great Streets of Pe-king, running the whole Length of the City and full of wooden Triumphal Arches, not above ifor 20 Paces asunder ; there are three Gates at each End of the City, with Places of Arms between. The Walls are more than 30 foot high, and the Folding-doors of the Gates are cover’d with thin Plates of Iron, strengthened by Nails with Heads as big as Eggs. The North Suburb hath one very long and wide Street, with Trees planted in Rows on both sides, which have a very agreeable Effect. The whole Country round is tilled, and the Soil good.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 275.",https://archive.org/details/descriptionofemp00duha
River Imatu,Likely Dahei River,40.92478,112.50957,"Jean-François Gerbillon, S.J.",1688,"The Rivulet upon which we had encamped runs also along this Road, and winds continually in the Valleys between these Mountains, at least I suppose it the same, but am not certain. We crossed it more than ten or twelve times, for it cuts the great Road, and encamped again on its Banks : It is called Imatu. The Mountains between which we passed, great part whereof are steep Rocks, were pretty full of Shrubs : We found some also in the Valleys, but none of any tolerable Bigness, neither did we see any tilled Land, tho’ there were many small Meadows on the Bank-side, abounding with excellent Pasture. The Air was very mild all the Morning ; but as soon as we enter’d among the last Mountains, we found a pretty strong North-west Wind, and towards Noon, when we began to encamp, we had some Drops of Rain, after which it became very hot, till there rose a high Wind at West North-west, which allayed the Heat.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 278.",https://archive.org/details/descriptionofemp00duha
"Octogon Tower, Hokhokol (or Korkokol) Plain","near Hohhot, Mongolia",40.83746,111.71931,"Jean-François Gerbillon, S.J.",1688,"This Plain is cultivated in many Places, and here and there are Hamlets of seven or eight little Houses of Earth. After we had travelled in it about 40 Li, we passed near a Tower, built, as they assured me, 400 Years ago : It is still pretty entire, except the Roof, which is ruinous, and the Foundation begins also to decay. It is a regular Octogon with eight Stories, each ol eleven Foot at least, besides the first, which exceeds fifteen without the Coping, so that the whole Height is 100 Foot. This Tower is all of Brick as white as Stone, and well built ; it is embellish’d with several Ornaments of Brick-Work, and a fort of Plaister laid thereon. Its Architecture is quite different from ours, and tho' a little rude, has its Beauty, and pleases the Eye : The first Story is round, and shaped like a Cup, adorn-ed with Foliages ; the rest have eight Fronts, in each of which are two Statues in Demi -Relief, near as big as the Life, but ill done. You go up to the first Story by a Ladder, and there the Staircafe begins. Here probably stood a City, or large Town, for there still remains a wide Compass of Mud Walls, which, tho’ more than half demolish’d, are entire enough to shew that the Tower was built by the Western Tartars , whilst they reign’d in China , under the Family of the Ywen.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 278.",https://archive.org/details/descriptionofemp00duha
Kalkas,"Inner Mongolia, China",41.48197,106.90992,"Jean-François Gerbillon, S.J.",1688,"The 30th we advanced 75 Li, the first 20 due North, and the rest North North-west, along continued Plains, separated only by small Eminences. The Soil consists of a firm Sand, mixed in some Places with a little Earth : The Country grew more and more desart and barren, affording no good Pasture for the Cat-tle and we saw but one Tree. About 40 Li from whence we fet out we found some Wells with a little Water, and some Grass about them: We saw several Herds of Deer, and Flocks of Partridges on the Plains, especially near the Place where we encamp’d, which was at the Foot of some Hillocks that bound the Plain.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 282.",https://archive.org/details/descriptionofemp00duha
Kalkas,"Inner Mongolia, China",41.85292,106.3314,"Jean-François Gerbillon, S.J.",1688,"we marched 65 Li to the North-west, all through great Plains interspersed here and there with little Eminences, and the Country more and more desart and barren, consisting almoft wholly of burning Sands sometimes firm and sometimes loose, without Tree, Water or Pastures. Just as we had decamp’d we found abundance of those Stones of Rock and Sand condensed, full of yellow Spangles, and glittering like Gold. We saw great Numbers of Deer in these Plains, three of which our People kill’d, and could have killed more if they had not been afraid of fatiguing their Horses. Partridges likewise are here in Plenty : We saw great Coveys between the Heights. Having passed the Hills we encamp’d in a small Plain, which being nothing but Sand, the Heat was intolerable. We had no Water but what we drew out of Pits ; and tho’ it was very good, yet as there was no Pasture, the Cattle suffer’d much. It was very hot all Day, only a little Wind stirred now and then : In the Evening, we had a great Storm, and another towards Midnight, with Rain and Thunder.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 282.",https://archive.org/details/descriptionofemp00duha
River Kurkir,"Luan River, China",41.94085,116.65587,"Jean-François Gerbillon, S.J.",1689,"The 20th we travelled 50 Li to the North, all the way among Mountains like the former, only these and those we met with Yesterday were cover’d with Pines, whereas the others bore several other forts of Trees, as Oaks, etc. besides Pines. The Valleys which we crossed are full of good Forage, and watered, by Rivu-lets and the Lan ho, or the Kurkir : This last River rises in Mount Pe cha, and after running a confiderable Way S. W. and S. at the Rounding of these Mountains, falls into the Lan ho. We encamped by the Kurkir, in a Valley of good Forage, about three Quarters of a League wide. This River is every where fordable, like the Lan ho, and we crossed it several times in our way.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 302.",https://archive.org/details/descriptionofemp00duha
Turghen iskar,"Luan River, China",42.33219,116.472,"Jean-François Gerbillon, S.J.",1689,"The 22d we marched 60 Li, N.N W. in a Country quite open, and pretty level ; to our Right and Left were little Hills, very open also, and naked, with only here and there a Tree. The Plain was for the most part stored with good Forage, and yet thin of Inhabitants. We encamped in a Place called Turghen iskar, on the Banks of a little River called Iskiar, which rises in Mount Pe cha, and having run for some time to the S.W. falls into the Lan ho. This latter rises in the same Mountain, and after it has run first W. next S.W. and then S. returns at length to the E. and S.E. and being enlarged with several other Streams, empties it-self into the Eastern Sea. We found in the Meadows near the River [ Iskiar ] a Spring of excellent fresh Wa-ter.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 302.",https://archive.org/details/descriptionofemp00duha
Tahan nor,"Dalinur, China",43.27541,116.55075,"Jean-François Gerbillon, S.J.",1689,"The 27th we marched 60 Li to the N. in a more open Country than hitherto, passing many Hills of moving bands, particularly 12 or 15 Li before we came to the Place where we encamped, which was in a Plain near a Pool of fresh Water, three good Leagues in Circumference, called in the Mongol Language, Tahan nor ; to the West of it appears a little rocky Hill, and before this a ruined Pagod, whereof there remains no more than three shatter’d Walls. South of the Pagod are the Ruins of a little House, and to the North you meet with a Grotto, in which you see the Remains of a Chapel, on whose Walls several Images are still standing ; in it were two old broken Coffers, full of Writings in the Mongol Language, and in two others, which I am unacquainted with.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 302-303.",https://archive.org/details/descriptionofemp00duha
Holostay pulak,"Khoyor Melkhiit Lake, Mongolia",48.45301,115.46097,"Jean-François Gerbillon, S.J.",1689,"The 12th we advanced 78 Li due N. in a quite open Country, partly smooth and partly rugged ; the Soil a firm Sand, easy for travelling, but affording little Forage. After we had gone about 40 Li, we passed between two Pools, whose Water was so bad that the Ambassadors resolved to go on to the Place where we pitched, called Holostay pulak, on little Hills, where is a Spring of a very good Taste, which waters a Valley that afforded the best Forage we had yet met with. The Weather was very hot, till about 2 in the Afternoon, when a small Breeze arose from the S. in the Evening, and the Sky was covered with Clouds.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 305.",https://archive.org/details/descriptionofemp00duha
Turghe pira,"Around Ononskiy Rayon, Russia",50.58629,115.5209,"Jean-François Gerbillon, S.J.",1689,"After we had passed a little Height, or Hillock, a little to the N. of the Place where we encamped, we crossed another Rivulet called Turgbe pira, which directed its Course like the former ; but as it was fomewhat larger, and the Banks lined with stiff Mud, the Passage was more difficult. Not far from the Place where we crossed it the Plain grows narrower, and we entered among the Mountains, which at first are covered with nothing but Grass, but about 30 Li beyond the Ri-ver they are full of Woods. Toward the top we observed a few Pines, but almost all the other Trees were of a Kind which I had not met with in Europe : It is called Wha shu by the Chinese , and does not grow to any great Height ; it resembles the Aspin Tree, and has, like it, a white Bark, of which the Chinese make Sheaths for Knives, and such like things.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 306.",https://archive.org/details/descriptionofemp00duha
Fortress of Nipchu,"Razmakhnino, Russia",51.77325,115.48474,"Jean-François Gerbillon, S.J.",1689,"He had posted himself in a very agreeable Place, over against the Fortress of Nipchû, which is admirably well situated at the Bottom of a great Bay, formed by the meeting of two Rivers, the Saghalian and Nipchû, which gives Name to the Place. To the East of the Fortress, but beyond Cannon-shot, are Mountains of a moderate Height ; to the West very pleasant little Hills diversify’d with Woods and arable Lands ; to the North a large open Country bounds the Sight ; and to the South lies the great Bay, near three Quarters of a Mile wide. We dined under a green Pavillion, which the Mandarin had erected on the Bank, and joined with his Bark.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 308.",https://archive.org/details/descriptionofemp00duha
Urson pira ulan pulak,"Along Wu'erxun River, China and Mongolia Border",48.02338,117.81101,"Jean-François Gerbillon, S.J.",1698,"The 3d, we travelled 30 Li, following the Course of the Urfon , and encamped on its Bank, to the S. of a Pool made by a Spring, called ulan pulak, whence the Place takes the Name of Urson pira ulan pûlak. The Country was not so level as the former, and as there are no Trees, nor Bushes, they use for Fuel the Dung of Cattle.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 371.",https://archive.org/details/descriptionofemp00duha
River Tula,"Along Yalu River, Inner Mongolia, China",47.94,122.77063,"Jean-François Gerbillon, S.J.",1698,"The 3d, we advanced 56 Li N. W. through Valleys in Sight of Mountains covered with handsome Firrs, and encamped on the River Tula, which rises in the Mountain Ken-tey, about 120 Li from the Kerlon, and runs at first S. E. till having passed the Point of the Mountain, (which was near our Camp, and lies due West from the Confluence of the little River Tirelki and the Tula) it turns directly West. It is considerably larger than the Kerlon , and its Stream exceeding clear, running over a Bottom of Flints and Pebbles. Its Banks are very agreeable, being covered with various Sorts of beautiful and bushy Trees. In its Course it forms several little Istes, full of most de-lightful GroveS, and we found a Coolness in the Air that was very refreshing in this hot Season. The River is very rapid, and on both Sides without the Trees is a Meadow abounding with excellent Fo-rage. This is certainly the most agreeable Place I had seen in all my Travels into Tartary.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 373.",https://archive.org/details/descriptionofemp00duha
,,,,,,,,https://www.gutenberg.org/cache/epub/54255/pg54255-images.html
