PlaceName,PlaceNameModern,Latitude,Longitude,NameOfTraveler,YearOfTravel,Description,Citation,Hyperlink,Country,Country,Region,Region,Continent
Tlaxcallan,"Tlaxcala, Mexico",19.31483,-98.2423,Thomas Gage,1625,"This Town hath foure goodly streets, which are called Tepeticpac, Ocotelulco, Tizatlan, Quiahuiztlan. The first street standeth on high upon a hill, farre from the River which may be about half a League, and because it standeth on a hill, it is called Tepeticpac, that is to say, a hill, and was the first population, which was founded there on high because of the Wars. An other street is situated on the hill side towards the River; because at the building thereof, there were many Pine trees, they named it Ocotelulco, which is to say, A pine apple plot. This street was beautifull, and most inhabited of all the Town, and there was the chiefest Market place, where all the buying and selling was used, and that place they called Tianquiztli; in that street was the dwelling house of Maxixca. Along the River side in the plaine standeth another street called Tizatlan, because there is much Lime and Chalke. In this street dwelled Xicotencatl, Captaine Generall of the whole Common-wealth. There is another street named by reason of the brackish water, Quiahuiztlan; but since the Spaniards came thither, all those buildings are almost altered, after a better fashion, and built with stone. In the plain by the riverside standeth the Town house, & other Offices, as in the City of Venice.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), ",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Mexico,,Central America, Latin America,North America
La Puebla de Los Angeles,"Puebla de Los Angeles, Puebla, Mexico",19.04044,-98.20868,Thomas Gage,1625,"This City is seated in a low and pleasant Valley, about ten leagues from a very high Mountaine, which is alwayes covered with snow; It standeth twenty leagues from Mexico, it was first built and inhabited in the yeare 1530...This City was formerly called by the Indians Cuetlaxcoapan, that is to say, a Snake in water; the reason was, because there are two Fountaines, the one of evill water, and the other of good. This City is now a Bishops Sea, whose yeerely Revenues since the cutting off from it Xalappa De la Vera Crux, are yet worth above twenty thousand Duckats; By reason of the good and wholesome aire it dayly increaseth with Inhabitants, who resort from many other places to live there; but especially the yeare 1634. when Mexico was like to bee drowned with the inundation of the lake, thousands left it, and came with all their goods and Families to this City of the Angels, which now is thought to consist of ten thousand Inhabitants","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), ",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Mexico,,Central America, Latin America,North America
Mexico,"Mexico City, Mexico",19.42673,-99.14066,Thomas Gage,1625,"The situation of this City is much like that of Venice; but onely differs in this, that Venice is built upon the Sea-water, and Mexico upon a lake, which seeming one, indeed is two; one part whereof is standing water; the other ebbeth and floweth according to the wind that bloweth. That part which standeth, is wholesome, good, and sweet, and yeeldeth store of small fish. That part which ebbeth and floweth, is of saltish, bitter, and pestiferous water, yeelding no kind of fish, small or great. The sweet water standeth higher then the other, and falleth into it, and reverteth not backward, as some conceive it doth. The salt Lake containeth fifteen miles in breadth, and fifteen in length, and more then five and forty in Circuite; and the Lake of sweet water containeth even as much; in such sort that the whole Lake containeth much about a hundred miles.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 43.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Mexico,,Central America, Latin America,North America
"Amatitlan, Guatemala","Amatitlán, Guatemala",14.48007,-90.62258,Thomas Gage,1625,"For by experience I know the like in the Province of Guatemala, where by a Towne called Amatitlan, there is a standing Lake of water not altogether sweet and fresh, but a little brackish, which certainly hath its spring from a fiery Mountaine called there a Vulcan, (whose burning proceeds from the Mines of brimstone that are within it) from whence spring neere the same Towne likewise two or three springs of exceeding hot water, which are resorted to for wholesome bathes, as coming through a sulphurous mine, and yet the standing Lake proceeding from the same Mountaine is of that quality that it maketh the ground about it salt, and especially in the mornings the people go to gather up the salt which lyeth upon the ground by the water side like unto a hoary frost.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 43.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Mexico,,Central America, Latin America,North America
Mexico,"Mexico City, Mexico",19.42673,-99.14066,Thomas Gage,1625,"The Spaniards daily cousen them of the small plot of ground where their houses stand, and of three or foure houses of Indians build up one good and fair house after the Spanish fashion with Gardens and Orchards. And so is almost all Mexico new built with very faire and spatious houses with Gardens of recreation. Their buildings are with stone, and brick very strong, but not high, by reason of the many Earth-quakes, which would indanger their houses if they were above three stories high. The streets are very broad, in the narrowest of them three Coaches may goe, and in the broader six may goe in the breadth of them, which makes the City seeme a great deale bigger then it is. In my time it was thought to bee of betweene thirty and forty thousand Inhabitants Spaniards, who are so proud and rich, that half the City was judged to keepe Coaches, for it was a most credible report that in Mexico in my time there were above fifteen thousand Coaches. It is a by-word that at Mexico there are foure things faire, that is to say, the women, the apparell, the horses, and the streets. But to this I may adde the beauty of some of the Coaches of the gentry, which doe exceed in cost the best of the Court of Madrid and other parts of Christendome; for there they spare no Silver, nor Gold, nor pretious stones, nor Cloath of Gold, nor the best Silkes from China to enrich them.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 56.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Mexico,,Central America, Latin America,North America
Mexico,"Mexico City, Mexico",19.42673,-99.14066,Thomas Gage,1625,"The chiefe place in the City is the Market place, which though it be not as spacious as in Montezuma his time, yet is at this day very faire and wide, built all with Arches on the one side where people may walke dry in time of raine, and there are shops of Merchants furnished with all sorts of stuffes and silkes, and before them sit women selling all manner of fruits and herbes; over against these shops and Arches is the Viceroy his palace, which taketh up almost the whole length of the market with the walls of the house and of the gardens belonging to it. At the end of the Viceroy his palace, is the chiefe prison which is strong of stone worke. Next to this is the beautifull street called la plateria, or Gold-smiths street, where a mans eyes may behold in lesse then an houre many millions worth of gold, silver, pearles and jewells. The street of St. Austin is rich and comely, where live all that trade in silkes; but one of the longest and broadest streets is the street called Tacuba, where almost all the shops are of Ironmongers, and of such as deale in brasse and steel, which is joyning to those Arches whereon the water is conveyed into the City, and is so called for that it is the way out of the City to a Towne called Tacuba; and this street is mentioned farre and neer, not so much for the length and breadth of it, as for a small commodity of needles which are made there, and for proofe are the best of all those parts. For stately buildings the street called del Aquila, the street of the eagle, exceeds the rest, where live Gentlemen, and Courtiers, and Judges belonging to the Chancery, and is the palace of the Marquesse del Valle from the line of Ferdinando Cortez; this street is so called from an old Idoll an Eagle of stone which from the conquest lieth in a corner of that street, and is twice as big as London stone.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 59.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Mexico,,Central America, Latin America,North America
Tacuba,"Mexico City, Mexico",19.45595,-99.18882,Thomas Gage,1626,"Tacuba is also a pleasant Towne full of orchards and gardens, in the very way to Chapultepec.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 70.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Mexico,,Central America, Latin America,North America
Toluco,"Toluca, Mexico",19.29276,-99.65226,Thomas Gage,1626,"South-ward is Toluco, rich also for trading, but above all much mentioned for the Bacon, which is the best of all those parts, and is transported far and neer.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 70.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Mexico,,Central America, Latin America,North America
Gustachan,"Tlaxcala, Mexico",19.3182,-98.2375,Thomas Gage,1626,"Next to this is the Province of Guastachan, which lieth in the rode from St. John de Ulhua to Mexico, which is not so poore as Heylin maketh it, for that now it doth abound with many rich farmes of Sugar, and of Cochinil, and reacheth as farre as the Valley of Guaxaca which is a most rich place. The chiefe City of this Province was wont to be Tlaxcallan, whereof I have formerly spoken; but now the City of Guaxaca which is a Bishops seat, and Xalappa which is also of late made a Bishops seat, makes it more famous. It glorieth also in Villa Rica a Port Towne very wealthy, because all the traffique betwixt the Old and New Spains do passe through it. The Spaniards have in it two rich Colonies, called Pamico, and St. James in the valleys.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 70-71.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Mexico,,Central America, Latin America,North America
Mechoacan,"Michoacán, Mexico",19.5665,-101.7068,Thomas Gage,1626,"The third Province of Mexico is called Mechoacan, which containeth in circuit fourscore leagues. It is also an exceeding rich countrey, abounding in Mulberry trees, silk, hony, wax, black-amber, works of divers coloured feathers, most rich, rare, and exquisite, and such store of fish, that from thence it tooke its name, Mechuoucan, which signifieth a place of fishing.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 71.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Mexico,,Central America, Latin America,North America
Galicia Nova,"Aguascalientes, Guanajuato, Colima, Jalisco, Nayarit and Zacatecas, Mexico",20.6597,-103.3496,Thomas Gage,1626,"The fourth and last Province of the Countrey or Empire of Mexico, is called Galicia nova, and is watered with two very great rivers, the one named Piastle, and the other San Sebastian. This Province glorieth in many great Townes of Indians; but especially in six, inhabited both by Indians and Spaniards; the first and chiefest is Xalisco, taken by Nunio de Guzman 1530. when he fled from Mexico in a rage, and tooke prisoner and burned the King of Mechoacan. The second is Guadalaiara. The third Coanum. The fourth Compostella. The fifth, St. Espirit. The sixth, Capola, which now is called Nova Mexico, new Mexico.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 72-73.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Mexico,,Central America, Latin America,North America
Margarita,"Isla de Margarita, Venezuela",10.99489,-63.91397,Thomas Gage,1626,"But in the first place calls upon my pen the Jewel Island called Margarita, which is situated in the sea nigh unto Castella aurea, and not farre distant from two other Islands, named Cubagna and Trinidado. True it is this Island of Margarita is by some much slighted for want of corne, grasse, trees and water; in so much that it hath been knowne sometime that an inhabitant of that Island hath willingly changed for a Tun of water a Tunne of wine. But the great abundance of pretious stones in it maketh amends for the former wants and defects; for from them is the name of Margarita imposed on that Island.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 78.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Venezuela,,South America, Latin America,South America
Jamaica,Jamaica,18.02055,-76.81639,Thomas Gage,1626,"Jamaica is another Island under the power of the Spaniards, which is in length 280. miles, and 70. in breadth, which though it exceed Margarita in sweet and pleasant streames and fountaines of water, yet is far inferiour to it in riches. Some Hides, some Sugar, and some Tobacco are the chiefe commodities from thence. There are only two Townes of note in it, Oristana and Sevilla; here are built ships which have proved as well at sea, as those that are made in Spaine. This Island was once very populous, but now is almost destitute of Indians; for the Spaniards have slain in it more then 60,000; in so much that women as well here as on the Continent did kill their children before they had given them life, that the issues of their bodies might not serve so cruell a nation.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 79.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Jamaica,,Caribbean,,North America
Cuba,Cuba,23.1136,-82.3666,Thomas Gage,1626," But farre beyond the two former is the Island of Cuba, which is three hundred miles long, and seventy broad, which was first made knowne to Europe by Columbus his second navigation. This Island is full of Forrests, Lakes, and mountaines. The aire is very temperate, the soile very fertill, producing brasse of exact perfection, and some gold though drossie hath formerly been found in it. It aboundeth also with Ginger, Cassia, Masticke, Aloes, some Cinnamon, Cana fistula, Zarzaparilla, and Sugar, and hath of flesh, fish, and fowles great plenty; but especially such store of sea Tortois, and Hogs, that the ships at their returne to Spaine make their chiefe provision of them.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 79.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Cuba,,Caribbean, Latin America,North America
Hispaniola,Hispaniola,18.80686,-71.72172,Thomas Gage,1626,"But before I end this Chapter, I may not forget the chiefest of all the Islands of this new world, which is called Hispaniola, & formerly by the natives Hatie, which lamenteth the losse of at least three millions of Indians murthered by her new Masters of Spaine. This Island is the biggest that as yet is discovered in al the world; it is in compasse about 1500. miles, and enjoyeth a temperate aire, a fertill soile, rich mines; and trades much in Ambar, Sugar, Ginger, Hides, and Wax. It is reported for certaine that here in twenty daies herbes will ripen and roots also and be fit to be eaten, which is a strong argument of the exact temperature of the aire. It yeeldeth in nothing to Cuba, but excelleth it in three things especially; first in the finenesse of the gold, which is here more pure and unmixed; secondly, in the increase of the Sugar, one Sugar Cane here filling twenty and sometimes thirty measures; and thirdly, in the goodnesse of the soile for tillage, the corne here yeelding an hundred fold. This fertility is thought to be caused by four great rivers, which water and enrich all the four quarters of the Island; all four doe spring from one only mountaine, which standeth in the very midst and center of the Country, Juna running to the East, Artihinnacus to the West, Jacchus to the North, and Naibus to the South.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 80.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Haiti and the Dominican Republic,,Caribbean,,North America
Valley of Atlixco,"Atlixco, Puebla, Mexico",18.9094,-98.43362,Thomas Gage,1626,"Breakefast being ended we took our leaves of him, and went to rest, that we might be more able to performe the next nights journey, which was to Crosse the Countrey towards Atlisco, which is in a valley of twenty miles about at least, and doth give it the name of the valley of Atlixco and is a valley much mentioned in all those parts, for the exceeding great plenty of wheat that is there reaped every yeer, and is the chief sustenance and reliefe of Mexico and all the Townes about. In this Valley are many rich Townes of Spaniards and Indians; but we shunned to enter into them, and went from farme to farme out of the high-waies, where we found good entertainment of those rich Farmers and Yeomen, who bare such respect unto the Preists, that truely they thought themselves happy with our company.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 84-85.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Mexico,,Central America, Latin America,North America
Zumpango,"Zumpango, Guerrerro, Mexico",17.93313,-98.68318,Thomas Gage,1626,"Next to this place is a great Town called Zumpango, which doth consist of at least eight hundred Inhabitants, many of them very rich both Indians and Spaniards. Their commodities are chiefly Cotton-wooll, and Sugar, and Cochinil. But beyond this Town are the mountaines called la Misteca, which abound with many rich and great Townes, and doe trade with the best silke that is in all that Country.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 85.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Mexico,,Central America, Latin America,North America
Guaxaca,"Oaxaca, Mexico",17.06668,-96.72437,Thomas Gage,1626,"...from hence wee came to the City of Guaxaca, which is a Bishops Seat, though not very bigge, yet a faire and beautifull City to behold. It standeth fourescore leagues from Mexico in a pleasant valley from whence Cortez was named Marques del Valle, the Marquesse of the Valley. This City, as all the rest of America, except the Sea Towns, lyeth open without walls, Bulwarkes, Forts, Towers, or any Castle, Ordnance or Ammunition to defend it. It may consist of at the most two thousand Inhabitants, and are governed by a Spanish High Justice called Alcalde Major, whose power reacheth over all the Valley, and beyond it as farre as Nixapa, and almost to Tecoantepeque, a Sea Towne upon Mar del Zur. The Valley is of at least fifteen miles in length, and ten in breadth, where runneth in the midst a goodly River yeelding great store of fish.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 85-86.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Mexico,,Central America, Latin America,North America
Nixapa,"Nejapa de Madero, Oaxaca, Mexico",16.6082,-95.98004,Thomas Gage,1626,"The next to Antiquera in that Rode is Nixapa, which is of at the least eight hundred Inhabitans, Spaniards and Indians, standing upon the side of a River, which wee were informed was an arme of the great River Alvarado. In this Town is a very rich Cloister of Dominican Fryers, where we were well entertained; & in it there is a picture of our Lady, which superstitiously they fancy to have wrought miracles, and is made a pilgrimage from far and neere, and consequently hath great riches and Lampes belonging unto it. This is counted absolutely one of the wealthiest places of all the Countrey of Guaxaca; for here is made much Indigo, Sugar, Cochinill; and here grow many trees of Cacao and Achiotte, whereof is made the Chocolatte, and is a commodity of much trading in those parts, though our English and Hollanders make little of it when they take a prize of it at Sea, as not knowing the secret virtue and quallity of it for the good of the stomack","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 87.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Mexico,,Central America, Latin America,North America
Tecoantepeque,"Tehuantepec, Oaxaca, Mexico",16.32387,-95.24357,Thomas Gage,1626,"The next chief Town and most considerable after Capalita is Tecoantepeque; this is a Sea Town upon Mar del Zur, and a harbour for small vessels, such as Trade from those parts to Acapulco and Mexico, and to Realejo and Guatemala, and sometimes to Panama. Here upon some occasions Ships which come from Peru to Acapulco doe call in. It is a port no farther safe, then that no English or Holland Ships doe come thereabouts, which if they did, they would there find no resistance, but from thence would finde an open and easie Rode over all the Countrey.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 87.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Mexico,,Central America, Latin America,North America
Sanatepeque,"Santo Domingo Zanatepec, Oaxaca, Mexico",16.48034,-94.35398,Thomas Gage,1626,"Where note that in this plain and champaigne country of Tecoantepeque are five rich and pleasant Townes full of fruits and provision of victuall, all ending in Tepeque, to wit, Tecoantepeque, Estepeque, Ecatepeque, Sanatepeque, and Tapanatepeque. Now from Ecatepeque wee could discover the high mountaines of Quelenes, which were the subject of most of our discourse to Sanatepeque, and from thence to Tapanatepeque. For we had been informed by Spaniards and Travailers in the way, that they were the most dangerous mountains to travail over that were in all those parts; and that there were on the top of them some passages so narrow, and so high, and so open to the boisterous winds that came from the South-sea, which seemed to lie at the very bottom of them; and on each side of these narrow passages such deep precipices among rocks, that many times it had happened, that the wind blowing furiously had cast downe Mules laden with heavy carriages downe the rockes, and likewise Horse-men had been blown down both Horse and man.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 89.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Mexico,,Central America, Latin America,North America
Tapanatepeque,"San Pedro Tapanatepec, Oaxaca, Mexico",16.37022,-94.19314,Thomas Gage,1626,"This Towne is one of the sweetest and pleasantest of any we had seen from Guaxaca thither, and it seems God hath replenished it with all sorts of comforts which Travailers may need to ascend up those dangerous and steepy rockes. Here is great plenty of cattel for flesh, and rich Indians which have farmes, called there Estantia's, in some a thousand, in some three or four thousand head of cattell; fowles here are in abundance, fish the best store and choisest of any Towne from Mexico thither; for the Sea is hard by it, and besides there runneth by it a small river which yeelds divers sorts of fish. From the mountaines there fall so many springs of water, that with them the Indians water at their pleasure their gardens which are stored with much herbage and sallets. The shade which defends from the heat (which there is great) is the daughter of most sweet and goodly fruit trees, and of Orange, Lemmon, Citron and Fig leaves.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 91.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Mexico,,Central America, Latin America,North America
Chiapa Real,"San Cristobal de las Casas, Mexico",16.73673,-92.63916,Thomas Gage,1626," The City of Chiapa Real, is one of the meanest Cities in all America, consisting of not above four hundred housholders Spaniards, and about an hundred houses of Indians joyning to the City, and called el barrio de los Indios, who have a Chappell by themselves. In this City there is no Parish Church, but onely the Cathedrall, which is mother to all the inhabitants. Besides, there are two Cloisters, one of Dominicans, and the other of Franciscans, and a poore Cloister of Nuns, which are burdensome enough to that City. But the Jesuites having got no footing there (who commonly live in the richest and wealthiest places and Cities) is a sufficient argument of either the poverty of that City, or of want of gallant parts, and prodigality in the gentry, from whose free and generous spirits they like Horse-leeches are still sucking extraordinary and great almes for the Colledges where they live; but here the Merchants are close handed, and the Gentlemen hard, and sparing, wanting of wit and Courtiers parts and bravery, and so poore Chiapa is held no fit place for Jesuites.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 99.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Mexico,,Central America, Latin America,North America
Izquintenango,"Jacaltenago, Guatemala",15.66644,-91.71492,Thomas Gage,1626,"After the week was ended my French friend the Prior conducted mee to Izquintenango, to see mee well furnished up the Mountaines of Cuchumatlanes. This Towne (as I have formerly observed) standeth almost at the end of the Valley of Copanabastla, and within two leagues of the Cuchumatlanes. It is one of the finest Indian Townes of all the Province of Chiapa, and very rich, by reason of the much Cotton wooll in it, and especially by reason of its situation, for standing in the Roade way to Guatemala, all the Merchants of the Country that trade with their mules that way, passe through this Towne, and there buy and sell, enriching it with mony and farre brought Commodities. It is most plentifully stored with fruits, especially with what they call Pina's or Pine fruit. It standeth close by the great River, which runneth to Chiapa of the Indians, and hath its spring not farre off from the Cuchumatlanes, and yet at this Town is very broad and deep. No man nor beast travelling to Guatemala can goe into it, or from Guatemala can goe out of it, but by ferrying over.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 111.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Guatemala,,Central America, Latin America,North America
Cuchumatlan grande,"Todos Santos Cuchmatan, Guatemala",15.50827,-91.60169,Thomas Gage,1626,"The next day being accompanied by two Indians, having sent my carriage by another, I tooke my journey to the next Towne, which is called Cuchumatlan grande, because it standeth on the highest part of those Mountaines, and in the way the Indiansshewed mee the head spring or fountaine of the great River of Chiapa of the Indians, which is the onely remarkable thing in that Rode. Cuchumatlan grande is a Towne a little bigger then St. Martin, and of Indians very curteous, who are used and beaten to daily travellers, and so make very much of them.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 113.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Guatemala,,Central America, Latin America,North America
Chiantla,"Chiantla, Guatemala",15.35868,-91.45248,Thomas Gage,1626,"From this Town I would not follow the Rode to the next, which was a long journy of seven or eight leagues without baiting by the way; and also because I had beene informed at Chiapa and at Copanabastla of a strange picture of our Lady, which was amongst these Mountaines in a little Towne of Indians called Chiantla, which in this dayes journy being not above a league out of my way, I was resolved to see. The wayes were bad, lying out of the Rode, yet by noon I got to Chiantla, which is a Town belonging unto Mercenarian Fryers, who doubtlesse would not be able to subsist in so poore a place, had they not invented that loadstone of their picture of Mary, and cried it up for miraculous, to draw people farre and neere, and all travellers from the Rode to pray unto it, and to leave their gifts and almes unto them for their prayers and Masses. Such an income of treasure and riches hath beene from deluded and ignorant soules to this beggerly Towne, that the Fryers have had wherewith to build a Cloister able to maintaine foure or five of them. The Church is richly furnished, but especially the high Altar where the picture standeth in a Tabernacle with half a dozen curtaines of Silk, Sattin, cloth of gold, with borders of golden lace before it, wearing a rich Crowne of gold, thickly beset with Diamonds and other pretious stones. There hang before it at least a dozen rich lampes of silver; and in the vestry of the Church are many gownes, Candlestickes of silver, Censers to burn Frankincense before it, besides rich Copes, Vestments, Ornaments for the Altar, and hangings for all the Church.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 113.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Guatemala,,Central America, Latin America,North America
Sacapula,"Sacapulas, Guatemala",15.28754,-91.08977,Thomas Gage,1626,"The next morning I made haste to be gone, that I might come sooner to Sacapula, where I was to finde those of mine owne profession, with whom I knew I might stay and rest a whole weeke if I pleased. I had not rid above three leagues, when I began to discover at a low and deep bottome, a pleasant and goodly valley, laced with a River, whose waters receiving the glorious brightnesse of Phoebus beames reverberated up to the top of the Mountaine, a delightsome prospect to the beholders; the more I hasted to that seeming Paradise, the more did the twinkling and wanton streame invite mee downe the hill; which I had no sooner descended, but I found in an harbour by the water side the Prior of Sacapula himselfe with a good traine of Indians waiting for mee with a cup of Chocolatte... The Town though it be not in the generall very rich, yet there are some Indian Merchants who trade about the country and especially to Suchutepeques where is the chief store of Cacao, and thereby some of this Towne of Sacapula, have inriched themselves; the rest of the people trade in pots and pans, which they make of an earth there fit for that purpose. But the principall Merchandize of this place is salt, which they gather in the morning from the ground that lyeth neere the River. The aire is hot, by reason the Town standeth low, and compassed with high hills on every side. Besides many good fruits which are here, there are Dates as good as those that come from Barbary, and many trees of them in the Garden belonging to the Cloister.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 113-114.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Guatemala,,Central America, Latin America,North America
St. Andres,"San Andrés Sajcabajá, Guatemala",15.17461,-90.94215,Thomas Gage,1626,"After I had here wearied out the wearinesse, which I brought in my bones from the Cuchumatlanes, I departed taking my way to Guatemala, and from Sacapula I went to a Town called St. Andres, or St. Andrews, which standeth six or seven leagues from Sacapula, a great Town, but nothing remarkable in it, save onely Cotton wooll and Turkies, and about it some rich Estancia's or Farmes of Cattell, which are commodiously seated here, it being a plain Champaigne Country. Yet at further end of this plain there is a Mountaine which discourageth with the sight all such as travell to Guatemala...","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 114.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Guatemala,,Central America, Latin America,North America
Santa Maria Zojabah,"Zacualpa, Guatemala",15.02649,-90.87731,Thomas Gage,1626,"This Towne of Zojabah, or Sacualpa is the biggest and fairest of all the Towns that belong unto the Priory of Sacapula; the Indians are rich, and make of their Cotton-wool many mantles, they have plenty of hony, and great flocks of goats and kids; but here, nor in all the Townes behind there is no wheat, save only Indian Maiz.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 116.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Guatemala,,Central America, Latin America,North America
St. Martin,"San Martín Jilotepeque, Guatemala",14.78135,-90.79356,Thomas Gage,1626,"Most of the way was hilly and craggy till we came within two miles of the Towne; to the which we arrived by noone. This Towne is cold, standing high, yet pleasant for the prospect almost to Guatemala; here, and in most of the Towns about it is most excellent wheat. The hony of this Towne is the best in the Countrey; but above all it furnisheth Guatemala with Quailes, Partridges, and Rabbits. It is the first Towne wee enter into belonging to the City and command of Guatemala; which did not a little comfort me, that now I wanted but one good journey to make an end of my long, tedious and wearisome travelling.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 116.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Guatemala,,Central America, Latin America,North America
Chimaltenago,"Chimaltenago, Guatemala",14.66028,-90.81874,Thomas Gage,1626,"I would needs goe by the way to one of the biggest Townes in that Countrey, called Chimaltenango, standing in an open valley three leagues from the City, consisting of a thousand house-keepers, and rich Indians who trade much about the Countrey. In this Towne in my time there was one Indian, who alone had bestowed upon the Church five thousand duckates. The Church yeelds to none in the City of Guatemala, and in musick it exceeds most about the Country. The chief feast of Chimaltenango is upon the 26. day of July, (which they call St. Annes day) and then is the richest faire that ever my eyes beheld in those parts of all sorts of Merchants and Merchandize; It is further set forth with Bull-baiting, Horse-racing, Stage-playes, Maskes, dances, Musick, and all this gallantly performed by the Indians of the Town.","Thomas Gage, The English-American, His Travail by Sea and Land: or, A New Survey of the West India's, (London: Printed by R. Cotes, 1648), 116-117.",https://www.gutenberg.org/files/54425/54425-h/54425-h.htm,Guatemala,,Central America, Latin America,North America
